,TV,Radio,Newspaper,Sales
810,199.8,2.6,21.2,10.6
811,66.1,5.8,24.2,8.6
812,214.7,24,4,17.4
813,23.8,35.1,65.9,9.2
814,97.5,7.6,7.2,9.7
815,204.1,32.9,46,19
816,195.4,47.7,52.9,22.4
817,67.8,36.6,114,12.5
818,281.4,39.6,55.8,24.4
819,69.2,20.5,18.3,11.3
820,147.3,23.9,19.1,14.6
821,218.4,27.7,53.4,18
822,237.4,5.1,23.5,12.5
823,13.2,15.9,49.6,5.6
824,228.3,16.9,26.2,15.5
825,62.3,12.6,18.3,9.7
826,262.9,3.5,19.5,12
827,142.9,29.3,12.6,15
828,240.1,16.7,22.9,15.9
829,248.8,27.1,22.9,18.9
830,70.6,16,40.8,10.5
831,292.9,28.3,43.2,21.4
832,112.9,17.4,38.6,11.9
833,97.2,1.5,30,9.6
834,265.6,20,0.3,17.4
835,95.7,1.4,7.4,9.5
836,290.7,4.1,8.5,12.8
837,266.9,43.8,5,25.4
838,74.7,49.4,45.7,14.7
839,43.1,26.7,35.1,10.1
840,228,37.7,32,21.5
841,202.5,22.3,31.6,16.6
842,177,33.4,38.7,17.1
843,293.6,27.7,1.8,20.7
844,206.9,8.4,26.4,12.9
845,25.1,25.7,43.3,8.5
846,175.1,22.5,31.5,14.9
847,89.7,9.9,35.7,10.6
848,239.9,41.5,18.5,23.2
849,227.2,15.8,49.9,14.8
850,66.9,11.7,36.8,9.7
851,199.8,3.1,34.6,11.4
852,100.4,9.6,3.6,10.7
853,216.4,41.7,39.6,22.6
854,182.6,46.2,58.7,21.2
855,262.7,28.8,15.9,20.2
856,198.9,49.4,60,23.7
857,7.3,28.1,41.4,5.5
858,136.2,19.2,16.6,13.2
859,210.8,49.6,37.7,23.8
860,210.7,29.5,9.3,18.4
861,53.5,2,21.4,8.1
862,261.3,42.7,54.7,24.2
863,239.3,15.5,27.3,15.7
864,102.7,29.6,8.4,14
865,131.1,42.8,28.9,18
866,69,9.3,0.9,9.3
867,31.5,24.6,2.2,9.5
868,139.3,14.5,10.2,13.4
869,237.4,27.5,11,18.9
870,216.8,43.9,27.2,22.3
871,199.1,30.6,38.7,18.3
872,109.8,14.3,31.7,12.4
873,26.8,33,19.3,8.8
874,129.4,5.7,31.3,11
875,213.4,24.6,13.1,17
876,16.9,43.7,89.4,8.7
877,27.5,1.6,20.7,6.9
878,120.5,28.5,14.2,14.2
879,5.4,29.9,9.4,5.3
880,116,7.7,23.1,11
881,76.4,26.7,22.3,11.8
882,239.8,4.1,36.9,12.3
883,75.3,20.3,32.5,11.3
884,68.4,44.5,35.6,13.6
885,213.5,43,33.8,21.7
886,193.2,18.4,65.7,15.2
887,76.3,27.5,16,12
888,110.7,40.6,63.2,16
889,88.3,25.5,73.4,12.9
890,109.8,47.8,51.4,16.7
891,134.3,4.9,9.3,11.2
892,28.6,1.5,33,7.3
893,217.7,33.5,59,19.4
894,250.9,36.5,72.3,22.2
895,107.4,14,10.9,11.5
896,163.3,31.6,52.9,16.9
897,197.6,3.5,5.9,11.7
898,184.9,21,22,15.5
899,289.7,42.3,51.2,25.4
900,135.2,41.7,45.9,17.2
901,222.4,4.3,49.8,11.7
902,296.4,36.3,100.9,23.8
903,280.2,10.1,21.4,14.8
904,187.9,17.2,17.9,14.7
905,238.2,34.3,5.3,20.7
906,137.9,46.4,59,19.2
907,25,11,29.7,7.2
908,90.4,0.3,23.2,8.7
909,13.1,0.4,25.6,5.3
910,255.4,26.9,5.5,19.8
911,225.8,8.2,56.5,13.4
912,241.7,38,23.2,21.8
913,175.7,15.4,2.4,14.1
914,209.6,20.6,10.7,15.9
915,78.2,46.8,34.5,14.6
916,75.1,35,52.7,12.6
917,139.2,14.3,25.6,12.2
918,76.4,0.8,14.8,9.4
919,125.7,36.9,79.2,15.9
920,19.4,16,22.3,6.6
921,141.3,26.8,46.2,15.5
922,18.8,21.7,50.4,7
923,224,2.4,15.6,11.6
924,123.1,34.6,12.4,15.2
925,229.5,32.3,74.2,19.7
926,87.2,11.8,25.9,10.6
927,7.8,38.9,50.6,6.6
928,80.2,0,9.2,8.8
929,220.3,49,3.2,24.7
930,59.6,12,43.1,9.7
931,0.7,39.6,8.7,1.6
932,265.2,2.9,43,12.7
933,8.4,27.2,2.1,5.7
934,219.8,33.5,45.1,19.6
935,36.9,38.6,65.6,10.8
936,48.3,47,8.5,11.6
937,25.6,39,9.3,9.5
938,273.7,28.9,59.7,20.8
939,43,25.9,20.5,9.6
940,184.9,43.9,1.7,20.7
941,73.4,17,12.9,10.9
942,193.7,35.4,75.6,19.2
943,220.5,33.2,37.9,20.1
944,104.6,5.7,34.4,10.4
945,96.2,14.8,38.9,11.4
946,140.3,1.9,9,10.3
947,240.1,7.3,8.7,13.2
948,243.2,49,44.3,25.4
949,38,40.3,11.9,10.9
950,44.7,25.8,20.6,10.1
951,280.7,13.9,37,16.1
952,121,8.4,48.7,11.6
953,197.6,23.3,14.2,16.6
954,171.3,39.7,37.7,19
955,187.8,21.1,9.5,15.6
956,4.1,11.6,5.7,3.2
957,93.9,43.5,50.5,15.3
958,149.8,1.3,24.3,10.1
959,11.7,36.9,45.2,7.3
960,131.7,18.4,34.6,12.9
961,172.5,18.1,30.7,14.4
962,85.7,35.8,49.3,13.3
963,188.4,18.1,25.6,14.9
964,163.5,36.8,7.4,18
965,117.2,14.7,5.4,11.9
966,234.5,3.4,84.8,11.9
967,17.9,37.6,21.6,8
968,206.8,5.2,19.4,12.2
969,215.4,23.6,57.6,17.1
970,284.3,10.6,6.4,15
971,50,11.6,18.4,8.4
972,164.5,20.9,47.4,14.5
973,19.6,20.1,17,7.6
974,168.4,7.1,12.8,11.7
975,222.4,3.4,13.1,11.5
976,276.9,48.9,41.8,27
977,248.4,30.2,20.3,20.2
978,170.2,7.8,35.2,11.7
979,276.7,2.3,23.7,11.8
980,165.6,10,17.6,12.6
981,156.6,2.6,8.3,10.5
982,218.5,5.4,27.4,12.2
983,56.2,5.7,29.7,8.7
984,287.6,43,71.8,26.2
985,253.8,21.3,30,17.6
986,205,45.1,19.6,22.6
987,139.5,2.1,26.6,10.3
988,191.1,28.7,18.2,17.3
989,286,13.9,3.7,15.9
990,18.7,12.1,23.4,6.7
991,39.5,41.1,5.8,10.8
992,75.5,10.8,6,9.9
993,17.2,4.1,31.6,5.9
994,166.8,42,3.6,19.6
995,149.7,35.6,6,17.3
996,38.2,3.7,13.8,7.6
997,94.2,4.9,8.1,9.7
998,177,9.3,6.4,12.8
999,283.6,42,66.2,25.5
1000,232.1,8.6,8.7,13.4
1001,230.1,37.8,69.2,22.1
1002,44.5,39.3,45.1,10.4
1003,17.2,45.9,69.3,9.3
1004,151.5,41.3,58.5,18.5
1005,180.8,10.8,58.4,12.9
1006,8.7,48.9,75,7.2
1007,57.5,32.8,23.5,11.8
1008,120.2,19.6,11.6,13.2
1009,8.6,2.1,1,4.8
1010,199.8,2.6,21.2,10.6
1011,66.1,5.8,24.2,8.6
1012,214.7,24,4,17.4
1013,23.8,35.1,65.9,9.2
1014,97.5,7.6,7.2,9.7
1015,204.1,32.9,46,19
1016,195.4,47.7,52.9,22.4
1017,67.8,36.6,114,12.5
1018,281.4,39.6,55.8,24.4
1019,69.2,20.5,18.3,11.3
1020,147.3,23.9,19.1,14.6
1021,218.4,27.7,53.4,18
1022,237.4,5.1,23.5,12.5
1023,13.2,15.9,49.6,5.6
1024,228.3,16.9,26.2,15.5
1025,62.3,12.6,18.3,9.7
1026,262.9,3.5,19.5,12
1027,142.9,29.3,12.6,15
1028,240.1,16.7,22.9,15.9
1029,248.8,27.1,22.9,18.9
1030,70.6,16,40.8,10.5
1031,292.9,28.3,43.2,21.4
1032,112.9,17.4,38.6,11.9
1033,97.2,1.5,30,9.6
1034,265.6,20,0.3,17.4
1035,95.7,1.4,7.4,9.5
1036,290.7,4.1,8.5,12.8
1037,266.9,43.8,5,25.4
1038,74.7,49.4,45.7,14.7
1039,43.1,26.7,35.1,10.1
1040,228,37.7,32,21.5
1041,202.5,22.3,31.6,16.6
1042,177,33.4,38.7,17.1
1043,293.6,27.7,1.8,20.7
1044,206.9,8.4,26.4,12.9
1045,25.1,25.7,43.3,8.5
1046,175.1,22.5,31.5,14.9
1047,89.7,9.9,35.7,10.6
1048,239.9,41.5,18.5,23.2
1049,227.2,15.8,49.9,14.8
1050,66.9,11.7,36.8,9.7
1051,199.8,3.1,34.6,11.4
1052,100.4,9.6,3.6,10.7
1053,216.4,41.7,39.6,22.6
1054,182.6,46.2,58.7,21.2
1055,262.7,28.8,15.9,20.2
1056,198.9,49.4,60,23.7
1057,7.3,28.1,41.4,5.5
1058,136.2,19.2,16.6,13.2
1059,210.8,49.6,37.7,23.8
1060,210.7,29.5,9.3,18.4
1061,53.5,2,21.4,8.1
1062,261.3,42.7,54.7,24.2
1063,239.3,15.5,27.3,15.7
1064,102.7,29.6,8.4,14
1065,131.1,42.8,28.9,18
1066,69,9.3,0.9,9.3
1067,31.5,24.6,2.2,9.5
1068,139.3,14.5,10.2,13.4
1069,237.4,27.5,11,18.9
1070,216.8,43.9,27.2,22.3
1071,199.1,30.6,38.7,18.3
1072,109.8,14.3,31.7,12.4
1073,26.8,33,19.3,8.8
1074,129.4,5.7,31.3,11
1075,213.4,24.6,13.1,17
1076,16.9,43.7,89.4,8.7
1077,27.5,1.6,20.7,6.9
1078,120.5,28.5,14.2,14.2
1079,5.4,29.9,9.4,5.3
1080,116,7.7,23.1,11
1081,76.4,26.7,22.3,11.8
1082,239.8,4.1,36.9,12.3
1083,75.3,20.3,32.5,11.3
1084,68.4,44.5,35.6,13.6
1085,213.5,43,33.8,21.7
1086,193.2,18.4,65.7,15.2
1087,76.3,27.5,16,12
1088,110.7,40.6,63.2,16
1089,88.3,25.5,73.4,12.9
1090,109.8,47.8,51.4,16.7
1091,134.3,4.9,9.3,11.2
1092,28.6,1.5,33,7.3
1093,217.7,33.5,59,19.4
1094,250.9,36.5,72.3,22.2
1095,107.4,14,10.9,11.5
1096,163.3,31.6,52.9,16.9
1097,197.6,3.5,5.9,11.7
1098,184.9,21,22,15.5
1099,289.7,42.3,51.2,25.4
1100,135.2,41.7,45.9,17.2
1101,222.4,4.3,49.8,11.7
1102,296.4,36.3,100.9,23.8
1103,280.2,10.1,21.4,14.8
1104,187.9,17.2,17.9,14.7
1105,238.2,34.3,5.3,20.7
1106,137.9,46.4,59,19.2
1107,25,11,29.7,7.2
1108,90.4,0.3,23.2,8.7
1109,13.1,0.4,25.6,5.3
1110,255.4,26.9,5.5,19.8
1111,225.8,8.2,56.5,13.4
1112,241.7,38,23.2,21.8
1113,175.7,15.4,2.4,14.1
1114,209.6,20.6,10.7,15.9
1115,78.2,46.8,34.5,14.6
1116,75.1,35,52.7,12.6
1117,139.2,14.3,25.6,12.2
1118,76.4,0.8,14.8,9.4
1119,125.7,36.9,79.2,15.9
1120,19.4,16,22.3,6.6
1121,141.3,26.8,46.2,15.5
1122,18.8,21.7,50.4,7
1123,224,2.4,15.6,11.6
1124,123.1,34.6,12.4,15.2
1125,229.5,32.3,74.2,19.7
1126,87.2,11.8,25.9,10.6
1127,7.8,38.9,50.6,6.6
1128,80.2,0,9.2,8.8
1129,220.3,49,3.2,24.7
1130,59.6,12,43.1,9.7
1131,0.7,39.6,8.7,1.6
1132,265.2,2.9,43,12.7
1133,8.4,27.2,2.1,5.7
1134,219.8,33.5,45.1,19.6
1135,36.9,38.6,65.6,10.8
1136,48.3,47,8.5,11.6
1137,25.6,39,9.3,9.5
1138,273.7,28.9,59.7,20.8
1139,43,25.9,20.5,9.6
1140,184.9,43.9,1.7,20.7
1141,73.4,17,12.9,10.9
1142,193.7,35.4,75.6,19.2
1143,220.5,33.2,37.9,20.1
1144,104.6,5.7,34.4,10.4
1145,96.2,14.8,38.9,11.4
1146,140.3,1.9,9,10.3
1147,240.1,7.3,8.7,13.2
1148,243.2,49,44.3,25.4
1149,38,40.3,11.9,10.9
1150,44.7,25.8,20.6,10.1
1151,280.7,13.9,37,16.1
1152,121,8.4,48.7,11.6
1153,197.6,23.3,14.2,16.6
1154,171.3,39.7,37.7,19
1155,187.8,21.1,9.5,15.6
1156,4.1,11.6,5.7,3.2
1157,93.9,43.5,50.5,15.3
1158,149.8,1.3,24.3,10.1
1159,11.7,36.9,45.2,7.3
1160,131.7,18.4,34.6,12.9
1161,172.5,18.1,30.7,14.4
1162,85.7,35.8,49.3,13.3
1163,188.4,18.1,25.6,14.9
1164,163.5,36.8,7.4,18
1165,117.2,14.7,5.4,11.9
1166,234.5,3.4,84.8,11.9
1167,17.9,37.6,21.6,8
1168,206.8,5.2,19.4,12.2
1169,215.4,23.6,57.6,17.1
1170,284.3,10.6,6.4,15
1171,50,11.6,18.4,8.4
1172,164.5,20.9,47.4,14.5
1173,19.6,20.1,17,7.6
1174,168.4,7.1,12.8,11.7
1175,222.4,3.4,13.1,11.5
1176,276.9,48.9,41.8,27
1177,248.4,30.2,20.3,20.2
1178,170.2,7.8,35.2,11.7
1179,276.7,2.3,23.7,11.8
1180,165.6,10,17.6,12.6
1181,156.6,2.6,8.3,10.5
1182,218.5,5.4,27.4,12.2
1183,56.2,5.7,29.7,8.7
1184,287.6,43,71.8,26.2
1185,253.8,21.3,30,17.6
1186,205,45.1,19.6,22.6
1187,139.5,2.1,26.6,10.3
1188,191.1,28.7,18.2,17.3
1189,286,13.9,3.7,15.9
1190,18.7,12.1,23.4,6.7
1191,39.5,41.1,5.8,10.8
1192,75.5,10.8,6,9.9
1193,17.2,4.1,31.6,5.9
1194,166.8,42,3.6,19.6
1195,149.7,35.6,6,17.3
1196,38.2,3.7,13.8,7.6
1197,94.2,4.9,8.1,9.7
1198,177,9.3,6.4,12.8
1199,283.6,42,66.2,25.5
1200,232.1,8.6,8.7,13.4
1201,230.1,37.8,69.2,22.1
1202,44.5,39.3,45.1,10.4
1203,17.2,45.9,69.3,9.3
1204,151.5,41.3,58.5,18.5
1205,180.8,10.8,58.4,12.9
1206,8.7,48.9,75,7.2
1207,57.5,32.8,23.5,11.8
1208,120.2,19.6,11.6,13.2
1209,8.6,2.1,1,4.8
1210,199.8,2.6,21.2,10.6
1211,66.1,5.8,24.2,8.6
1212,214.7,24,4,17.4
1213,23.8,35.1,65.9,9.2
1214,97.5,7.6,7.2,9.7
1215,204.1,32.9,46,19
1216,195.4,47.7,52.9,22.4
1217,67.8,36.6,114,12.5
1218,281.4,39.6,55.8,24.4
1219,69.2,20.5,18.3,11.3
1220,147.3,23.9,19.1,14.6
1221,218.4,27.7,53.4,18
1222,237.4,5.1,23.5,12.5
1223,13.2,15.9,49.6,5.6
1224,228.3,16.9,26.2,15.5
1225,62.3,12.6,18.3,9.7
1226,262.9,3.5,19.5,12
1227,142.9,29.3,12.6,15
1228,240.1,16.7,22.9,15.9
1229,248.8,27.1,22.9,18.9
1230,70.6,16,40.8,10.5
1231,292.9,28.3,43.2,21.4
1232,112.9,17.4,38.6,11.9
1233,97.2,1.5,30,9.6
1234,265.6,20,0.3,17.4
1235,95.7,1.4,7.4,9.5
1236,290.7,4.1,8.5,12.8
1237,266.9,43.8,5,25.4
1238,74.7,49.4,45.7,14.7
1239,43.1,26.7,35.1,10.1
1240,228,37.7,32,21.5
1241,202.5,22.3,31.6,16.6
1242,177,33.4,38.7,17.1
1243,293.6,27.7,1.8,20.7
1244,206.9,8.4,26.4,12.9
1245,25.1,25.7,43.3,8.5
1246,175.1,22.5,31.5,14.9
1247,89.7,9.9,35.7,10.6
1248,239.9,41.5,18.5,23.2
1249,227.2,15.8,49.9,14.8
1250,66.9,11.7,36.8,9.7
1251,199.8,3.1,34.6,11.4
1252,100.4,9.6,3.6,10.7
1253,216.4,41.7,39.6,22.6
1254,182.6,46.2,58.7,21.2
1255,262.7,28.8,15.9,20.2
1256,198.9,49.4,60,23.7
1257,7.3,28.1,41.4,5.5
1258,136.2,19.2,16.6,13.2
1259,210.8,49.6,37.7,23.8
1260,210.7,29.5,9.3,18.4
1261,53.5,2,21.4,8.1
1262,261.3,42.7,54.7,24.2
1263,239.3,15.5,27.3,15.7
1264,102.7,29.6,8.4,14
1265,131.1,42.8,28.9,18
1266,69,9.3,0.9,9.3
1267,31.5,24.6,2.2,9.5
1268,139.3,14.5,10.2,13.4
1269,237.4,27.5,11,18.9
1270,216.8,43.9,27.2,22.3
1271,199.1,30.6,38.7,18.3
1272,109.8,14.3,31.7,12.4
1273,26.8,33,19.3,8.8
1274,129.4,5.7,31.3,11
1275,213.4,24.6,13.1,17
1276,16.9,43.7,89.4,8.7
1277,27.5,1.6,20.7,6.9
1278,120.5,28.5,14.2,14.2
1279,5.4,29.9,9.4,5.3
1280,116,7.7,23.1,11
1281,76.4,26.7,22.3,11.8
1282,239.8,4.1,36.9,12.3
1283,75.3,20.3,32.5,11.3
1284,68.4,44.5,35.6,13.6
1285,213.5,43,33.8,21.7
1286,193.2,18.4,65.7,15.2
1287,76.3,27.5,16,12
1288,110.7,40.6,63.2,16
1289,88.3,25.5,73.4,12.9
1290,109.8,47.8,51.4,16.7
1291,134.3,4.9,9.3,11.2
1292,28.6,1.5,33,7.3
1293,217.7,33.5,59,19.4
1294,250.9,36.5,72.3,22.2
1295,107.4,14,10.9,11.5
1296,163.3,31.6,52.9,16.9
1297,197.6,3.5,5.9,11.7
1298,184.9,21,22,15.5
1299,289.7,42.3,51.2,25.4
1300,135.2,41.7,45.9,17.2
1301,222.4,4.3,49.8,11.7
1302,296.4,36.3,100.9,23.8
1303,280.2,10.1,21.4,14.8
1304,187.9,17.2,17.9,14.7
1305,238.2,34.3,5.3,20.7
1306,137.9,46.4,59,19.2
1307,25,11,29.7,7.2
1308,90.4,0.3,23.2,8.7
1309,13.1,0.4,25.6,5.3
1310,255.4,26.9,5.5,19.8
1311,225.8,8.2,56.5,13.4
1312,241.7,38,23.2,21.8
1313,175.7,15.4,2.4,14.1
1314,209.6,20.6,10.7,15.9
1315,78.2,46.8,34.5,14.6
1316,75.1,35,52.7,12.6
1317,139.2,14.3,25.6,12.2
1318,76.4,0.8,14.8,9.4
1319,125.7,36.9,79.2,15.9
1320,19.4,16,22.3,6.6
1321,141.3,26.8,46.2,15.5
1322,18.8,21.7,50.4,7
1323,224,2.4,15.6,11.6
1324,123.1,34.6,12.4,15.2
1325,229.5,32.3,74.2,19.7
1326,87.2,11.8,25.9,10.6
1327,7.8,38.9,50.6,6.6
1328,80.2,0,9.2,8.8
1329,220.3,49,3.2,24.7
1330,59.6,12,43.1,9.7
1331,0.7,39.6,8.7,1.6
1332,265.2,2.9,43,12.7
1333,8.4,27.2,2.1,5.7
1334,219.8,33.5,45.1,19.6
1335,36.9,38.6,65.6,10.8
1336,48.3,47,8.5,11.6
1337,25.6,39,9.3,9.5
1338,273.7,28.9,59.7,20.8
1339,43,25.9,20.5,9.6
1340,184.9,43.9,1.7,20.7
1341,73.4,17,12.9,10.9
1342,193.7,35.4,75.6,19.2
1343,220.5,33.2,37.9,20.1
1344,104.6,5.7,34.4,10.4
1345,96.2,14.8,38.9,11.4
1346,140.3,1.9,9,10.3
1347,240.1,7.3,8.7,13.2
1348,243.2,49,44.3,25.4
1349,38,40.3,11.9,10.9
1350,44.7,25.8,20.6,10.1
1351,280.7,13.9,37,16.1
1352,121,8.4,48.7,11.6
1353,197.6,23.3,14.2,16.6
1354,171.3,39.7,37.7,19
1355,187.8,21.1,9.5,15.6
1356,4.1,11.6,5.7,3.2
1357,93.9,43.5,50.5,15.3
1358,149.8,1.3,24.3,10.1
1359,11.7,36.9,45.2,7.3
1360,131.7,18.4,34.6,12.9
1361,172.5,18.1,30.7,14.4
1362,85.7,35.8,49.3,13.3
1363,188.4,18.1,25.6,14.9
1364,163.5,36.8,7.4,18
1365,117.2,14.7,5.4,11.9
1366,234.5,3.4,84.8,11.9
1367,17.9,37.6,21.6,8
1368,206.8,5.2,19.4,12.2
1369,215.4,23.6,57.6,17.1
1370,284.3,10.6,6.4,15
1371,50,11.6,18.4,8.4
1372,164.5,20.9,47.4,14.5
1373,19.6,20.1,17,7.6
1374,168.4,7.1,12.8,11.7
1375,222.4,3.4,13.1,11.5
1376,276.9,48.9,41.8,27
1377,248.4,30.2,20.3,20.2
1378,170.2,7.8,35.2,11.7
1379,276.7,2.3,23.7,11.8
1380,165.6,10,17.6,12.6
1381,156.6,2.6,8.3,10.5
1382,218.5,5.4,27.4,12.2
1383,56.2,5.7,29.7,8.7
1384,287.6,43,71.8,26.2
1385,253.8,21.3,30,17.6
1386,205,45.1,19.6,22.6
1387,139.5,2.1,26.6,10.3
1388,191.1,28.7,18.2,17.3
1389,286,13.9,3.7,15.9
1390,18.7,12.1,23.4,6.7
1391,39.5,41.1,5.8,10.8
1392,75.5,10.8,6,9.9
1393,17.2,4.1,31.6,5.9
1394,166.8,42,3.6,19.6
1395,149.7,35.6,6,17.3
1396,38.2,3.7,13.8,7.6
1397,94.2,4.9,8.1,9.7
1398,177,9.3,6.4,12.8
1399,283.6,42,66.2,25.5
1400,232.1,8.6,8.7,13.4
1401,230.1,37.8,69.2,22.1
1402,44.5,39.3,45.1,10.4
1403,17.2,45.9,69.3,9.3
1404,151.5,41.3,58.5,18.5
1405,180.8,10.8,58.4,12.9
1406,8.7,48.9,75,7.2
1407,57.5,32.8,23.5,11.8
1408,120.2,19.6,11.6,13.2
1409,8.6,2.1,1,4.8
1410,199.8,2.6,21.2,10.6
1411,66.1,5.8,24.2,8.6
1412,214.7,24,4,17.4
1413,23.8,35.1,65.9,9.2
1414,97.5,7.6,7.2,9.7
1415,204.1,32.9,46,19
1416,195.4,47.7,52.9,22.4
1417,67.8,36.6,114,12.5
1418,281.4,39.6,55.8,24.4
1419,69.2,20.5,18.3,11.3
1420,147.3,23.9,19.1,14.6
1421,218.4,27.7,53.4,18
1422,237.4,5.1,23.5,12.5
1423,13.2,15.9,49.6,5.6
1424,228.3,16.9,26.2,15.5
1425,62.3,12.6,18.3,9.7
1426,262.9,3.5,19.5,12
1427,142.9,29.3,12.6,15
1428,240.1,16.7,22.9,15.9
1429,248.8,27.1,22.9,18.9
1430,70.6,16,40.8,10.5
1431,292.9,28.3,43.2,21.4
1432,112.9,17.4,38.6,11.9
1433,97.2,1.5,30,9.6
1434,265.6,20,0.3,17.4
1435,95.7,1.4,7.4,9.5
1436,290.7,4.1,8.5,12.8
1437,266.9,43.8,5,25.4
1438,74.7,49.4,45.7,14.7
1439,43.1,26.7,35.1,10.1
1440,228,37.7,32,21.5
1441,202.5,22.3,31.6,16.6
1442,177,33.4,38.7,17.1
1443,293.6,27.7,1.8,20.7
1444,206.9,8.4,26.4,12.9
1445,25.1,25.7,43.3,8.5
1446,175.1,22.5,31.5,14.9
1447,89.7,9.9,35.7,10.6
1448,239.9,41.5,18.5,23.2
1449,227.2,15.8,49.9,14.8
1450,66.9,11.7,36.8,9.7
1451,199.8,3.1,34.6,11.4
1452,100.4,9.6,3.6,10.7
1453,216.4,41.7,39.6,22.6
1454,182.6,46.2,58.7,21.2
1455,262.7,28.8,15.9,20.2
1456,198.9,49.4,60,23.7
1457,7.3,28.1,41.4,5.5
1458,136.2,19.2,16.6,13.2
1459,210.8,49.6,37.7,23.8
1460,210.7,29.5,9.3,18.4
1461,53.5,2,21.4,8.1
1462,261.3,42.7,54.7,24.2
1463,239.3,15.5,27.3,15.7
1464,102.7,29.6,8.4,14
1465,131.1,42.8,28.9,18
1466,69,9.3,0.9,9.3
1467,31.5,24.6,2.2,9.5
1468,139.3,14.5,10.2,13.4
1469,237.4,27.5,11,18.9
1470,216.8,43.9,27.2,22.3
1471,199.1,30.6,38.7,18.3
1472,109.8,14.3,31.7,12.4
1473,26.8,33,19.3,8.8
1474,129.4,5.7,31.3,11
1475,213.4,24.6,13.1,17
1476,16.9,43.7,89.4,8.7
1477,27.5,1.6,20.7,6.9
1478,120.5,28.5,14.2,14.2
1479,5.4,29.9,9.4,5.3
1480,116,7.7,23.1,11
1481,76.4,26.7,22.3,11.8
1482,239.8,4.1,36.9,12.3
1483,75.3,20.3,32.5,11.3
1484,68.4,44.5,35.6,13.6
1485,213.5,43,33.8,21.7
1486,193.2,18.4,65.7,15.2
1487,76.3,27.5,16,12
1488,110.7,40.6,63.2,16
1489,88.3,25.5,73.4,12.9
1490,109.8,47.8,51.4,16.7
1491,134.3,4.9,9.3,11.2
1492,28.6,1.5,33,7.3
1493,217.7,33.5,59,19.4
1494,250.9,36.5,72.3,22.2
1495,107.4,14,10.9,11.5
1496,163.3,31.6,52.9,16.9
1497,197.6,3.5,5.9,11.7
1498,184.9,21,22,15.5
1499,289.7,42.3,51.2,25.4
1500,135.2,41.7,45.9,17.2
1501,222.4,4.3,49.8,11.7
1502,296.4,36.3,100.9,23.8
1503,280.2,10.1,21.4,14.8
1504,187.9,17.2,17.9,14.7
1505,238.2,34.3,5.3,20.7
1506,137.9,46.4,59,19.2
1507,25,11,29.7,7.2
1508,90.4,0.3,23.2,8.7
1509,13.1,0.4,25.6,5.3
1510,255.4,26.9,5.5,19.8
1511,225.8,8.2,56.5,13.4
1512,241.7,38,23.2,21.8
1513,175.7,15.4,2.4,14.1
1514,209.6,20.6,10.7,15.9
1515,78.2,46.8,34.5,14.6
1516,75.1,35,52.7,12.6
1517,139.2,14.3,25.6,12.2
1518,76.4,0.8,14.8,9.4
1519,125.7,36.9,79.2,15.9
1520,19.4,16,22.3,6.6
1521,141.3,26.8,46.2,15.5
1522,18.8,21.7,50.4,7
1523,224,2.4,15.6,11.6
1524,123.1,34.6,12.4,15.2
1525,229.5,32.3,74.2,19.7
1526,87.2,11.8,25.9,10.6
1527,7.8,38.9,50.6,6.6
1528,80.2,0,9.2,8.8
1529,220.3,49,3.2,24.7
1530,59.6,12,43.1,9.7
1531,0.7,39.6,8.7,1.6
1532,265.2,2.9,43,12.7
1533,8.4,27.2,2.1,5.7
1534,219.8,33.5,45.1,19.6
1535,36.9,38.6,65.6,10.8
1536,48.3,47,8.5,11.6
1537,25.6,39,9.3,9.5
1538,273.7,28.9,59.7,20.8
1539,43,25.9,20.5,9.6
1540,184.9,43.9,1.7,20.7
1541,73.4,17,12.9,10.9
1542,193.7,35.4,75.6,19.2
1543,220.5,33.2,37.9,20.1
1544,104.6,5.7,34.4,10.4
1545,96.2,14.8,38.9,11.4
1546,140.3,1.9,9,10.3
1547,240.1,7.3,8.7,13.2
1548,243.2,49,44.3,25.4
1549,38,40.3,11.9,10.9
1550,44.7,25.8,20.6,10.1
1551,280.7,13.9,37,16.1
1552,121,8.4,48.7,11.6
1553,197.6,23.3,14.2,16.6
1554,171.3,39.7,37.7,19
1555,187.8,21.1,9.5,15.6
1556,4.1,11.6,5.7,3.2
1557,93.9,43.5,50.5,15.3
1558,149.8,1.3,24.3,10.1
1559,11.7,36.9,45.2,7.3
1560,131.7,18.4,34.6,12.9
1561,172.5,18.1,30.7,14.4
1562,85.7,35.8,49.3,13.3
1563,188.4,18.1,25.6,14.9
1564,163.5,36.8,7.4,18
1565,117.2,14.7,5.4,11.9
1566,234.5,3.4,84.8,11.9
1567,17.9,37.6,21.6,8
1568,206.8,5.2,19.4,12.2
1569,215.4,23.6,57.6,17.1
1570,284.3,10.6,6.4,15
1571,50,11.6,18.4,8.4
1572,164.5,20.9,47.4,14.5
1573,19.6,20.1,17,7.6
1574,168.4,7.1,12.8,11.7
1575,222.4,3.4,13.1,11.5
1576,276.9,48.9,41.8,27
1577,248.4,30.2,20.3,20.2
1578,170.2,7.8,35.2,11.7
1579,276.7,2.3,23.7,11.8
1580,165.6,10,17.6,12.6
1581,156.6,2.6,8.3,10.5
1582,218.5,5.4,27.4,12.2
1583,56.2,5.7,29.7,8.7
1584,287.6,43,71.8,26.2
1585,253.8,21.3,30,17.6
